date, time, filename, axPower, aPower Relative Intensity, aBikeScore, Skiba aVI, aPower Response Index, aNP, aIF, aTSS, aVI, aPower Efficiency Factor, aTSS per hour, Aerobic Decoupling, Activities, To Exhaustion, Duration, Time Moving, Time Carrying (Est), Elevation Gain Carrying (Est), Distance, Climb Rating, Athlete Weight, Athlete Bodyfat, Athlete Lean Weight, Athlete Bodyfat Percent, Elevation Gain, Elevation Loss, Work, Average Speed, Average Power, Average SmO2, Average tHb, Average aPower, Nonzero Average Power, Average Heart Rate, Average Core Temperature, Heartbeats, HrPw Ratio, Workbeat stress, Watts:RPE Ratio, Power Percent of Max, HrNp Ratio, Average Cadence, Average Temp, Max Power, Max SmO2, Max tHb, Min SmO2, Min tHb, Max Heartrate, Min Heartrate, Max Core Temperature, Max Speed, Max Cadence, Max Temp, Min Temp, 95% Heartrate, VAM, Effect of Altitude, Gradient, Average Power Variance, Max Power Variance, Average Left Torque Effectiveness, Average Right Torque Effectiveness, Average Left Pedal Smoothness, Average Right Pedal Smoothness, Average Left Pedal Center Offset, Average Right Pedal Center Offset, Average Left Power Phase Start, Average Right Power Phase Start, Average Left Power Phase End, Average Right Power Phase End, Average Left Peak Power Phase Start, Average Right Peak Power Phase Start, Average Left Peak Power Phase End, Average Right Peak Power Phase End, Average Left Power Phase Length, Average Right Power Phase Length, Average Left Peak Power Phase Length, Average Right Peak Power Phase Length, Calories (HR), Checksum, Aerobic TISS, Anaerobic TISS, Critical Power, xPower, Relative Intensity, BikeScore, Skiba VI, TISS Aerobicity, Response Index, NP, IF, TSS, VI, Efficiency Factor, TSS per hour, Exhaustion Best R, Daniels Points, Daniels EqP, LNP, RTP, xPace, IWF, GOVSS, H1 Time in Zone, H2 Time in Zone, H3 Time in Zone, H4 Time in Zone, H5 Time in Zone, H6 Time in Zone, H7 Time in Zone, H8 Time in Zone, H9 Time in Zone, H10 Time in Zone, H1 Percent in Zone, H2 Percent in Zone, H3 Percent in Zone, H4 Percent in Zone, H5 Percent in Zone, H6 Percent in Zone, H7 Percent in Zone, H8 Percent in Zone, H9 Percent in Zone, H10 Percent in Zone, Left/Right Balance, P1 Time in Pace Zone, P2 Time in Pace Zone, P3 Time in Pace Zone, P4 Time in Pace Zone, P5 Time in Pace Zone, P6 Time in Pace Zone, P7 Time in Pace Zone, P8 Time in Pace Zone, P9 Time in Pace Zone, P10 Time in Pace Zone, P1 Percent in Pace Zone, P2 Percent in Pace Zone, P3 Percent in Pace Zone, P4 Percent in Pace Zone, P5 Percent in Pace Zone, P6 Percent in Pace Zone, P7 Percent in Pace Zone, P8 Percent in Pace Zone, P9 Percent in Pace Zone, P10 Percent in Pace Zone, 10 sec Peak Pace, 15 sec Peak Pace, 20 sec Peak Pace, 30 sec Peak Pace, 1 min Peak Pace, 2 min Peak Pace, 3 min Peak Pace, 5 min Peak Pace, 8 min Peak Pace, 10 min Peak Pace, 20 min Peak Pace, 30 min Peak Pace, 60 min Peak Pace, 90 min Peak Pace, 10 sec Peak Pace Swim, 15 sec Peak Pace Swim, 20 sec Peak Pace Swim, 30 sec Peak Pace Swim, 1 min Peak Pace Swim, 2 min Peak Pace Swim, 3 min Peak Pace Swim, 5 min Peak Pace Swim, 8 min Peak Pace Swim, 10 min Peak Pace Swim, 20 min Peak Pace Swim, 30 min Peak Pace Swim, 60 min Peak Pace Swim, 90 min Peak Pace Swim, Best 50m, Best 100m, Best 200m, Best 400m, Best 500m, Best 800m, Best 1000m, Best 1500m, Best 2000m, Best 3000m, Best 4000m, Best 5000m, Best 10km, Best 15km, Best 20km, Best Half Marathon, Best 30km, Best 40km, Best Marathon, MMP Percentage, Power Zone, Fatigue Index, Pacing Index, 1 sec Peak Power, 5 sec Peak Power, 10 sec Peak Power, 15 sec Peak Power, 20 sec Peak Power, 30 sec Peak Power, 1 min Peak Power, 2 min Peak Power, 3 min Peak Power, 5 min Peak Power, 8 min Peak Power, 10 min Peak Power, 20 min Peak Power, 30 min Peak Power, 60 min Peak Power, 90 min Peak Power, 1 min Peak Power HR, 5 min Peak Power HR, 10 min Peak Power HR, 20 min Peak Power HR, 30 min Peak Power HR, 60 min Peak Power HR, Average Running Cadence, Max Running Cadence, Average Ground Contact Time, Average Vertical Oscillation, Pace, Efficiency Index, Average Stride Length, Distance Swim, Pace Swim, Swim Pace, Stroke Rate, Strokes Per Length, SWolf, Swim Pace Free, Swim Pace Back, Swim Pace Breast, Swim Pace Fly, L1 Sustained Time, L2 Sustained Time, L3 Sustained Time, L4 Sustained Time, L5 Sustained Time, L6 Sustained Time, L7 Sustained Time, L8 Sustained Time, L9 Sustained Time, L10 Sustained Time, xPower Swim, STP, xPace Swim, SRI, SwimScore, TriScore, L1 Time in Zone, L2 Time in Zone, L3 Time in Zone, L4 Time in Zone, L5 Time in Zone, L6 Time in Zone, L7 Time in Zone, L8 Time in Zone, L9 Time in Zone, L10 Time in Zone, L1 Percent in Zone, L2 Percent in Zone, L3 Percent in Zone, L4 Percent in Zone, L5 Percent in Zone, L6 Percent in Zone, L7 Percent in Zone, L8 Percent in Zone, L9 Percent in Zone, L10 Percent in Zone, TRIMP Points, TRIMP(100) Points, TRIMP Zonal Points, Session RPE, VDOT, TPace, 1 sec Peak WPK, 5 sec Peak WPK, 10 sec Peak WPK, 15 sec Peak WPK, 20 sec Peak WPK, 30 sec Peak WPK, 1 min Peak WPK, 5 min Peak WPK, 10 min Peak WPK, 20 min Peak WPK, 30 min Peak WPK, 60 min Peak WPK, Estimated VO2MAX, Watts Per Kilogram, Minimum W' bal, Max W' Expended, W'bal Matches, Maximum W'bal Match, W'bal TAU, W' Work, W' Power, W1 Above CP W'bal Low Fatigue, W2 Above CP W'bal Moderate Fatigue, W3 Above CP W'bal Heavy Fatigue, W4 Above CP W'bal Severe Fatigue, W1 W'bal Low Fatigue, W2 W'bal Moderate Fatigue, W3 W'bal Heavy Fatigue, W4 W'bal Severe Fatigue, W1 W'bal Work Low Fatigue, W2 W'bal Work Moderate Fatigue, W3 W'bal Work Heavy Fatigue, W4 W'bal Work Severe Fatigue, Below CP Work
07/03/15,19:14:58,2015_07_03_19_14_58.json,267.304,0.84858,108.574,1.23953,1.93467,277.201,0.88,116.484,1.28543,2.0063,77.2409,23.7761,1,0,5429,4716,14,0,45.0405,0.03696,70,0,0,0,40.8,0,1167.74,34.4186,215.649,0,0,215.985,267.83,138.165,38.0034,12428,1.5608,145.126,0,19.6044,2.00344,84.156,25.9084,1009,0,0,0,0,173,76,38.5431,54.4068,115,28,24,162,27.0547,0.15572,0.09059,40.413,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.9,1.43594e+12,94.8322,2.58713,315,266.909,0.84733,108.253,1.2377,97.3443,1.9318,276.807,0.87875,116.152,1.2836,2.00344,77.0213,-255,77.7223,276.458,0,0,0,0,0,616,825,1636,1913,425,0,0,0,0,0,11.3465,15.1962,30.1345,35.2367,7.82833,0,0,0,0,0,48.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.11667,0.23333,0.45,0.56667,0.93333,1.2,2.01667,2.81667,4.45,6.01667,7.76667,15.7167,24,32.55,34.7,50.3167,79.75,83.5833,66.3828,2.67697,98.8107,21.3725,1009,957.8,884.3,822.8,780.95,726.033,615.8,414.558,353.711,324.08,322.637,321.147,310.722,283.207,249.913,216.248,164.102,157.548,157.291,158.015,152.701,145.131,84.156,115,0,0,1.74325,2.31072,7.29301,45040.5,0.17432,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,66,0,0,0,0,0,0,0,0,108.253,1421,933,1110,1459,390,40,62,0,0,0,26.1743,17.1855,20.4458,26.8742,7.18364,0.73678,1.14202,0,0,0,115.233,87.3388,156.268,0,0,0,14.4143,13.6829,12.6329,11.7543,11.1564,10.3719,8.79714,4.62971,4.58781,4.43888,4.04582,3.57019,57.0009,3.0807,12.7267,60.229,2,18.202,457,37.714,6.96473,416,676,20,0,4044,1346,39,0,759.195,392.728,16.402,0,1130.03
07/05/15,09:53:07,2015_07_05_09_53_07.json,242.793,0.77077,125.27,1.05755,1.75991,252.011,0.80003,130.465,1.0977,1.82672,61.8723,2.52271,1,0,7591,7316,8,0,66.9713,0.00621,70,0,0,0,20.4,16.6,1684.66,32.9953,229.58,0,0,229.631,252.838,137.958,38.0819,16870,1.66413,284.201,0,20.8709,1.82636,86.1269,24.3181,674,0,0,0,0,174,93,38.5037,46.512,117,27,22,150,9.67461,0.02192,0.03046,59.1034,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559.76,1.43608e+12,121.954,0.7267,315,242.745,0.77062,125.22,1.05734,99.4077,1.75956,251.96,0.79987,130.412,1.09748,1.82636,61.8475,-255,74.3844,245.013,0,0,0,0,0,61,899,4489,1784,105,0,0,0,0,0,0.80358,11.843,59.1358,23.5015,1.38322,0,0,0,0,0,47.7712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.13333,0.26667,0.53333,0.66667,1.08333,1.35,2.03333,2.95,4.71667,6.43333,8.2,17.2,25.7167,35.0333,36.9,53.7333,73.05,78.55,71.3602,2.8981,99.2582,34.0624,674,593.2,563.8,543.267,537.5,520.833,496.35,463.033,384.061,321.25,296.546,281.583,249.636,237.824,230.9,221.2,154.373,146.605,136.259,144.414,142.914,138.883,86.1269,117,0,0,1.81844,2.30856,6.90837,66971.3,0.18184,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,125.22,1332,1191,3122,1218,254,155,66,0,0,0,17.5471,15.6896,41.1277,16.0453,3.34607,2.04189,0.86945,0,0,0,177.836,134.788,175.393,0,0,0,9.62857,8.47429,8.05429,7.76095,7.67857,7.44048,7.09071,4.58929,4.02262,3.56623,3.39749,3.29858,56.5643,3.27972,12.3681,61.3497,1,18.012,502,38.887,5.2994,554,57,41,0,7287,241,63,0,1611.98,59.993,22.469,0,1645.77
07/06/15,00:00:01,2015_07_06_00_00_01.json,245.846,0.78046,60.8954,1.3369,1.98047,256.843,0.81537,66.4651,1.3967,2.06906,66.4835,50.103,1,0,3599,3526,0,0,14.7026,0,70,0,0,0,0,0,661.831,15.0112,183.893,37.1146,12.6554,183.893,187.7,124.135,37.6153,7323.97,1.48139,48.4723,0,16.7175,2.06906,0,0,431.333,63,12.89,0,12.5,155,46,37.9769,25.2885,0,0,0,153,0,0,0,43.602,419.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.248,1.43613e+12,54.6226,0.16848,315,245.846,0.78046,60.8954,1.3369,99.6925,1.98047,256.843,0.81537,66.4651,1.3967,2.06906,66.4835,-255,37.0928,247.109,0,0,0,0,0,332,1598,691,978,0,0,0,0,0,0,9.22478,44.4012,19.1998,27.1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333,0.25,0.5,1.11667,1.36667,2.25,2.78333,4.26667,5.65,8.53333,11.4333,14.3833,30.6,0,0,0,0,0,0,55.2726,2.1729,95.3632,42.6336,431.333,420.033,409.95,407.3,407.329,398.652,322.963,314.622,308.957,302.242,301.235,299.42,293.29,265.269,0,0,129.678,139.829,142.442,145.286,133.984,0,0,0,0,0,3.99703,1.3329,0,14702.6,0.3997,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,60.8954,1924,747,61,50,76,741,0,0,0,0,53.4593,20.7558,1.69492,1.38927,2.1117,20.5891,0,0,0,0,59.8483,45.3611,80.6967,0,0,0,6.1619,6.00047,5.85643,5.81857,5.81899,5.69503,4.61376,4.31774,4.27743,4.18985,3.78955,0,53.6316,2.62704,13.6634,57.3019,25,2.461,395,62.209,17.2851,308,329,193,0,2418,798,383,0,335.087,204.565,119.756,0,599.622
07/07/15,18:03:51,2015_07_07_18_03_51.json,258.978,0.82215,117.162,1.14482,1.88979,264.68,0.84025,121.378,1.17003,1.93141,70.0256,8.39792,1,0,6240,6187,12,0,58.4444,0.08625,70,0,0,0,71,66.2,1400.06,34.0343,226.217,0,0,226.988,242.183,137.04,38.0445,14135.7,1.65074,197.908,0,20.5652,1.92489,88.3584,23.8925,603,0,0,0,0,173,95,38.5775,54.6732,118,26,22,169,40.9615,0.33981,0.12148,49.7322,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.79,1.43629e+12,105.753,0.35616,315,258.104,0.81938,116.372,1.14096,99.6643,1.88342,263.787,0.83742,120.56,1.16608,1.92489,69.5538,-255,78.1301,258.655,0,0,0,0,0,60,1769,2861,557,942,0,0,0,0,0,0.96154,28.3494,45.8494,8.92628,15.0961,0,0,0,0,0,46.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.11667,0.23333,0.46667,0.56667,0.91667,1.15,1.76667,2.45,3.85,5.43333,6.9,16,24.65,33.6667,35.4833,51,68.5,72.25,70.118,2.84472,99.005,37.5153,603,561.8,486.5,458,431.65,405.1,385.167,376.65,373.083,366.157,305.679,283.567,276.473,261.133,250.204,236.286,146.172,160.694,149.805,147.244,143.412,141.835,88.3584,118,0,0,1.76293,2.4862,6.8122,58444.4,0.17629,0,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,116.372,1576,1874,1012,405,998,299,25,0,0,0,25.2564,30.0321,16.2179,6.49038,15.9936,4.79167,0.40064,0,0,0,146.97,111.393,187.618,0,0,0,8.61429,8.02571,6.95,6.54286,6.16643,5.78714,5.50238,5.23081,4.05095,3.94961,3.73048,3.57435,63.4927,3.23167,14.605,54.3594,4,16.143,461,71.523,11.5565,680,683,64,0,4819,1336,85,0,1006.76,365.402,29.151,0,1328.54
07/07/15,18:04:06,2015_07_07_18_04_06.json,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6221,0,0,0,0,0,70,0,0,0,0,0,0,0,0,63.3429,13.6602,0,0,0,0,0,0,0,0,0,0,0,-255,0,77,15.07,28,12.6,0,0,0,0,0,-255,-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43629e+12,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/15,20:19:50,2015_07_08_20_19_50.json,185.187,0.58789,13.5944,1.10199,0,185.828,0.58993,13.6887,1.10581,0,34.8017,0,1,0,1416,1318,0,0,9.66514,0,70,0,0,0,0,0,237.955,26.3995,168.047,0,0,168.047,180.542,0,0,0,0,0,0,15.277,0,85.1561,0,222,0,0,0,0,0,0,0,30.0564,99,0,0,0,0,0,0,8.05205,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43638e+12,9.71056,0,315,185.187,0.58789,13.5944,1.10199,100,0,185.828,0.58993,13.6887,1.10581,0,34.8017,-255,4.69849,188.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11667,0.21667,0.41667,0.83333,1.03333,1.65,2.06667,3.1,4.13333,6.2,8.28333,10.45,0,0,0,0,0,0,0,46.1591,1.9,95.9459,75.697,222,220.4,219.7,219.267,218.75,218.1,217.417,216.492,216.3,215.07,213.74,210.908,188.589,0,0,0,0,0,0,0,0,0,85.1561,99,0,0,2.27277,2.43705,5.38161,9665.14,0.22728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5944,595,821,0,0,0,0,0,0,0,0,42.0198,57.9802,0,0,0,0,0,0,0,0,0,0,19.77,0,0,0,3.17143,3.14857,3.13857,3.13238,3.125,3.11571,3.10595,3.07243,3.01298,2.69413,0,0,40.1822,2.40068,32,0,0,0,441,0,0,0,0,0,0,1416,0,0,0,238.385,0,0,0,237.955
07/10/15,10:35:49,2015_07_10_10_35_49.json,216.021,0.68578,39.152,1.05241,1.64618,239.949,0.76174,40.4888,1.16899,1.82853,47.4478,8.59792,1,0,3072,2475,11,0,20.7031,0.00056,70,0,0,0,3.4,3.2,515.618,30.1379,205.262,0,0,205.288,243.906,131.225,37.5737,5493.97,1.56419,28.3279,0,18.6602,1.82829,86.097,24.6509,887,0,0,0,0,165,62,37.9801,42.786,126,26,23,156,3.98438,0.01247,0.01642,84.3663,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.789,1.43652e+12,42.7698,1.9481,315,215.992,0.68569,39.1417,1.05228,95.6436,1.64597,239.918,0.76165,40.4784,1.16884,1.82829,47.4356,-255,18.4033,226.577,0,0,0,0,0,163,740,1140,434,35,0,0,0,0,0,5.30599,24.0885,37.1094,14.1276,1.13932,0,0,0,0,0,47.9557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.3,0.6,0.75,1.21667,1.55,2.43333,3.33333,5.1,7.1,8.96667,18.7667,29.0333,44.7,0,0,0,0,61.7725,2.51209,98.8726,23.1411,887,835.6,636.7,558.133,547.05,508,356.317,304.592,278.733,261.017,246.704,234.155,226.938,220.352,0,0,157.407,147.866,141.951,137.642,135.952,0,86.097,126,0,0,1.99085,1.97155,6.73338,20703.1,0.19908,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,0,0,0,0,0,0,0,0,39.1417,780,523,623,279,182,72,53,0,0,0,25.3906,17.0247,20.2799,9.08203,5.92448,2.34375,1.72526,0,0,0,50.6824,38.414,56.195,0,0,0,12.6714,11.9371,9.09571,7.97333,7.815,7.25714,5.09024,3.72881,3.34507,3.24198,3.14789,0,47.2711,2.93231,23.2978,27.1945,4,5.552,408,28.656,11.4076,373,4,0,0,3053,19,0,0,510.292,7.749,0,0,486.962
07/10/15,19:44:15,2015_07_10_19_44_15.json,220.324,0.69944,20.7239,1.27836,1.68656,236.149,0.74968,23.7609,1.37018,1.8077,56.0913,37.1347,1,0,1525,1376,31,0,11.5285,0,70,0,0,0,0,0,262.315,30.2278,172.349,0,0,172.355,233.169,130.635,37.2979,3313.78,1.31931,8.69255,0,15.6681,1.80764,77.6081,24.9855,496,0,0,0,0,165,88,37.5401,44.9676,118,26,24,160,0,0.0038,0,86.0174,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.039,1.43655e+12,20.7468,0.05118,315,220.317,0.69942,20.7226,1.27832,99.7539,1.68651,236.142,0.74966,23.7595,1.37014,1.80764,56.0881,-255,10.1374,226.055,0,0,0,0,0,120,482,592,275,53,0,0,0,0,0,7.86885,31.6066,38.8197,18.0328,3.47541,0,0,0,0,0,48.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.28333,0.55,0.7,1.21667,1.56667,2.4,3.3,5.06667,6.95,8.73333,21.1,0,0,0,0,0,0,47.9417,1.9,98.7903,34.7478,496,453.6,419.1,405.2,400.7,393.367,378.283,314.725,284.383,270.357,253.048,250.418,189.696,0,0,0,147.051,145.662,144.077,134.473,0,0,77.6081,118,0,0,1.98493,2.63752,7.72416,11528.6,0.19849,0,0,0,0,0,0,0,0,0,0,0,0,129,69,0,0,0,0,0,0,0,0,0,20.7226,728,251,173,134,115,118,3,0,0,0,47.7377,16.459,11.3443,8.78689,7.54098,7.7377,0.19672,0,0,0,27.7489,21.0319,36.06,0,0,0,7.08571,6.48,5.98714,5.78857,5.72429,5.61952,5.40405,3.86224,3.5774,2.70994,0,0,48.7122,2.46213,23.322,27.1188,3,4.059,400,15.151,9.95466,265,14,0,0,1480,45,0,0,253.57,10.275,0,0,247.164
07/10/15,20:17:32,2015_07_10_20_17_32.json,280.738,0.89123,113.231,1.08428,1.68371,297.136,0.94329,126.449,1.14761,1.78205,88.7017,11.3588,1,0,5132,5113,0,0,60.3517,0.00072,70,0,0,0,6.6,0,1324.62,42.5345,258.916,0,0,259.028,330.411,166.738,38.4188,14200.5,1.55283,188.102,0,23.5378,1.78132,84.4699,23.1339,1090,0,0,0,0,188,87,39.2313,56.0124,117,25,22,180,4.62977,0.04328,0.01094,228.929,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.9,1.43655e+12,243.395,45.1393,315,280.623,0.89087,113.139,1.08384,84.3556,1.68302,297.014,0.9429,126.346,1.14714,1.78132,88.6292,-255,89.8388,280.92,0,0,0,0,0,12,6,34,1309,3755,0,0,0,0,0,0.23383,0.11691,0.66251,25.5066,73.1684,0,0,0,0,0,47.8056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.11667,0.23333,0.46667,0.61667,0.96667,1.23333,1.95,2.63333,3.96667,5.38333,6.71667,13.9167,20.95,28.2167,29.75,42.3333,56.5,59.6667,79.9253,3.48758,99.4495,23.7538,1090,888.8,789,739.867,687.7,591.5,439.083,382.042,350.889,325.673,306.071,301.882,286.101,279.78,266.581,0,178.305,174.201,169.838,168.915,168.694,167.378,84.4699,117,0,0,1.41062,2.72784,10.2009,60351.7,0.14106,0,0,0,0,0,0,0,0,0,0,0,0,46,631,515,0,0,0,0,0,0,0,0,113.139,2208,436,313,337,313,473,1036,0,0,0,43.0242,8.49571,6.09899,6.56664,6.09899,9.21668,20.1871,0,0,0,244.834,185.568,357.52,0,0,0,15.5714,12.6971,11.2714,10.5695,9.82429,8.45,6.27262,4.65248,4.3126,4.08715,3.99686,3.80829,57.2467,3.6988,1.74402,94.5499,52,8.757,381,386.91,75.6274,45,613,948,327,148,1874,2453,657,33.684,446.296,677.147,227.321,937.706
07/12/15,18:29:00,2015_07_12_18_29_00.json,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2400,2400,0,0,0,0,70,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255,0,0,0,0,0,0,0,0,0,0,-255,-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43672e+12,0,0,315,0,0,0,0,0,0,0,0,40,0,0,60,-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/13/15,18:11:03,2015_07_13_18_11_03.json,227.25,0.72143,7.87921,1.29351,1.71897,238.125,0.75595,8.58784,1.3554,1.80123,56.727,57.3263,1,0,545,523,46,0,3.5249,0,70,0,0,0,0,0,95.046,27.1146,175.686,0,0,175.687,231.82,132.201,37.0765,1192.02,1.32892,1.13296,0,15.9714,1.80122,77.5589,18,479,0,0,0,0,160,97,37.1251,37.9548,99,18,18,157,0,0.00046,0,76.7325,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.937,1.4368e+12,7.15319,0.01284,315,227.249,0.72143,7.87911,1.2935,99.8208,1.71896,238.123,0.75595,8.58772,1.35539,1.80122,56.7262,-255,4.10072,229.602,0,0,0,0,0,62,138,201,140,0,0,0,0,0,0,11.3762,25.3211,36.8807,25.6881,0,0,0,0,0,0,49.2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.16667,0.33333,0.65,0.83333,1.38333,1.75,2.7,3.58333,5.48333,0,0,0,0,0,0,0,0,0,36.9157,2.04263,97.9123,36.6776,479,454.2,416,382.533,372.85,352.367,321.333,300.5,280.2,258.067,196.373,0,0,0,0,0,155.847,144.41,0,0,0,0,77.5589,99,0,0,2.21283,2.46843,7.08651,3524.9,0.22128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87911,236,77,91,70,48,18,1,0,0,0,43.3028,14.1284,16.6973,12.844,8.80734,3.30275,0.18349,0,0,0,10.9837,8.32489,12.1467,0,0,0,6.84286,6.48857,5.94286,5.46476,5.32643,5.03381,4.59048,3.68667,0,0,0,0,46.816,2.5098,29.1193,9.00211,0,1.089,412,3.514,6.49538,86,0,0,0,545,0,0,0,96.113,0,0,0,91.532
